Date,News_Count,Avg_Sentiment,Positive_Sentiment,Negative_Sentiment,Neutral_Sentiment,Max_Sentiment,Min_Sentiment,Sentiment_Std
2010-12-10,4,-0.25038368,0.15287663,0.40326032,0.44386306,0.5039991,-0.8423742,0.6240531
2010-12-16,1,0.014682215,0.06743466,0.052752446,0.8798129,0.014682215,0.014682215,0.0
2010-12-17,1,0.05094947,0.08627945,0.035329983,0.87839055,0.05094947,0.05094947,0.0
2010-12-22,2,-0.013856731,0.02471612,0.03857285,0.936711,-0.013293585,-0.014419878,0.0007964095
2010-12-23,1,0.0023660772,0.043433636,0.04106756,0.91549885,0.0023660772,0.0023660772,0.0
2011-01-06,2,0.03050365,0.1031804,0.07267675,0.8241429,0.055072464,0.0059348345,0.03474555
2011-01-11,1,0.7468925,0.85176957,0.104877055,0.043353423,0.7468925,0.7468925,0.0
2011-01-31,1,0.007903896,0.06650488,0.058600985,0.8748942,0.007903896,0.007903896,0.0
2011-02-03,2,0.50694007,0.5298255,0.022885447,0.44728905,0.890633,0.12324716,0.5426237
2011-02-15,3,0.19652718,0.2522822,0.055755008,0.6919627,0.6211243,-0.030531973,0.36800805
2011-02-24,1,-0.014324123,0.02394543,0.038269553,0.937785,-0.014324123,-0.014324123,0.0
